Index,title,author,rating,complete_link
868,Mathematical Aspects of Deep Learning,"Philipp Grohs,Gitta Kutyniok",8.398825115562403,https://www.amazon.com/Mathematical-Aspects-Learning-Philipp-Grohs/dp/1316516784/ref=sr_1_10?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-10
869,Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms,"Nithin Buduma,Joe Papa et al.",8.398825115562403,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMjU1NDM5NTIwMjk1OTM0OjE2NjM0NjA0NTM6c3BfYXRmOjIwMDA3MTA0OTM1ODk5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FFundamentals-Deep-Learning-Next-Generation-Intelligence%2Fdp%2F149208218X%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460453%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-2-spons%26psc%3D1
870,Synthetic Data for Deep Learning: Generate Synthetic Data for Decision Making and Applications with Python and R,"Necmi GÃƒÆ’Ã‚Â¼rsakal,Sadullah ÃƒÆ’Ã¢â‚¬Â¡elik et al.",8.398825115562403,https://www.amazon.com/Synthetic-Data-Deep-Learning-Applications/dp/1484285867/ref=sr_1_42?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-42
871,Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks,"Tomasz Palczewski,Jaejun (Brandon) Lee et al.",8.398825115562403,https://www.amazon.com/Production-Ready-Applied-Deep-Learning-TensorFlow/dp/180324366X/ref=sr_1_41?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-41
872,DEEP LEARNING WITH MATLAB,Perez,8.398825115562403,https://www.amazon.com/DEEP-LEARNING-MATLAB-Perez/dp/1471694488/ref=sr_1_96?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-96
873,Guide to Deep Learning Basics: Logical Historical and Philosophical Perspectives,Sandro Skansi,8.398825115562403,https://www.amazon.com/Guide-Deep-Learning-Basics-Philosophical/dp/3030375935/ref=sr_1_95?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-95
874,Deep Learning for Natural Language Processing,Stephan Raaijmakers,8.398825115562403,https://www.amazon.com/Deep-Learning-Natural-Language-Processing/dp/1617295442/ref=sr_1_91?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-91
875,Adversarial Deep Learning in Cybersecurity: Attack Taxonomies Defence Mechanisms and Learning Theories,"Aneesh Sreevallabh Chivukula,Xinghao Yang et al.",8.398825115562403,https://www.amazon.com/Adversarial-Deep-Learning-Cybersecurity-Taxonomies/dp/3030997715/ref=sr_1_88?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-88
876,Hands-On Machine Learning with Scikit-Learn Keras and TensorFlow: Concepts Tools and Techniques to Build Intelligent Systems,AurÃ©lien GÃ©ron,8.398825115562403,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1098125975/ref=sr_1_80?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-80
877,Modern Deep Learning for Tabular Data: Novel Approaches to Common Modeling Problems,"Andre Ye,Andy Wang",8.398825115562403,https://www.amazon.com/Modern-Deep-Learning-Tabular-Data/dp/148428691X/ref=sr_1_76?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-76
878,Engineering Deep Learning Systems,"Chi Wang,Donald Szeto",8.398825115562403,https://www.amazon.com/Engineering-Deep-Learning-Systems-Wang/dp/1633439860/ref=sr_1_137?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-137
879,Evolutionary Deep Learning: Genetic algorithms and neural networks,Michael Lanham,8.398825115562403,https://www.amazon.com/Evolutionary-Deep-Learning-algorithms-networks/dp/1617299529/ref=sr_1_136?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-136
880,Python: The Complete Crash Course to Learn Python in One Week Machine Learning and Deep Learning with Hands-On Exercises,frad willson,8.398825115562403,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfYXRmX25leHQ6MjAwMDg2NzM4MTM5Mjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPython-Complete-Learning-Hands-Exercises%2Fdp%2FB0BCS3YSV8%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-145-spons%26psc%3D1
881,ARTIFICIAL INTELLIGENCE WITH MATLAB. DEEP LEARNING ARCHITECTURES,Perez,8.398825115562403,https://www.amazon.com/ARTIFICIAL-INTELLIGENCE-MATLAB-LEARNING-ARCHITECTURES/dp/1794823565/ref=sr_1_193?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-193
882,Empowering Young Children,Wendy Ostroff,8.398825115562403,https://www.amazon.com/Empowering-Young-Children-Wendy-Ostroff/dp/1032065060/ref=sr_1_186?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-186
883,DEEP LEARNING TOOLS: NEURAL NETWORKS USING MATLAB,Perez,8.398825115562403,https://www.amazon.com/DEEP-LEARNING-TOOLS-NEURAL-NETWORKS/dp/1471704432/ref=sr_1_181?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-181
884,Machine Learning for Cybersecurity: Innovative Deep Learning Solutions (SpringerBriefs in Computer Science),Marwan Omar,8.398825115562403,https://www.amazon.com/Machine-Learning-Cybersecurity-Innovative-SpringerBriefs/dp/303115892X/ref=sr_1_234?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-234
885,Beginning Deep Learning with TensorFlow: Work with Keras MNIST Data Sets and Advanced Neural Networks,"Liangqu Long,Xiangming Zeng",8.398825115562403,https://www.amazon.com/Beginning-Deep-Learning-TensorFlow-Advanced/dp/148427914X/ref=sr_1_233?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-233
886,Risk Modeling: Practical Applications of Artificial Intelligence Machine Learning and Deep Learning (Wiley and SAS Business Series),"Terisa Roberts,Stephen J. Tonna",8.398825115562403,https://www.amazon.com/Risk-Modeling-Applications-Artificial-Intelligence/dp/1119824931/ref=sr_1_295?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-295
887,Deep Learning for Computer Vision with SASÃƒâ€šÃ‚Â®: An Introduction,Robert Blanchard,8.398825115562403,https://www.amazon.com/Deep-Learning-Computer-Vision-SAS%C2%AE/dp/1642959154/ref=sr_1_288?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-288
888,Understanding Deep Learning: Application in Rare Event Prediction (Student Version),Chitta Ranjan Ph.D.,8.398825115562403,https://www.amazon.com/Understanding-Deep-Learning-Application-Prediction/dp/B08R8DKSK2/ref=sr_1_289?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-289
889,Deep Reinforcement Learning,Aske Plaat,8.398825115562403,https://www.amazon.com/Deep-Reinforcement-Learning-Aske-Plaat/dp/9811906378/ref=sr_1_269?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-269
890,Applied Software Development With Python & Machine Learning Wearable & Wireless Systems For Movement Disorder Treatment Via Deep Brain Stimulation,"Robert Lemoyne,Timothy Mastroianni",8.398825115562403,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA5MjM0Mzc5NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FSoftware-Development-Learning-Treatment-Stimulation%2Fdp%2F9811235953%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-274-spons%26psc%3D1
891,Machine and Deep Learning in Oncology Medical Physics and Radiology,"Issam El Naqa,Martin J. Murphy",8.398825115562403,https://www.amazon.com/Machine-and-Deep-Learning-in-Oncology_-Medical-Physics-and-Radiology/dp/3030830462/ref=sr_1_253?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460523&sprefix=deep+learnin%2Caps%2C449&sr=8-253
892,Advances in Electromagnetics Empowered Artificial Intelligence and Deep Learning (IEEE Press Series on Electromagnetic Wave Theory),"Sawyer D. Campbell,Douglas H. Werner",8.398825115562403,https://www.amazon.com/Electromagnetics-Empowered-Artificial-Intelligence-Electromagnetic/dp/1119853893/ref=sr_1_224?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-224
893,Practical MATLAB Deep Learning: A Projects-Based Approach,"Michael Paluszek,Stephanie Thomas et al.",8.398825115562403,https://www.amazon.com/Practical-MATLAB-Deep-Learning-Projects-Based/dp/1484279115/ref=sr_1_221?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-221
894,Deep Learning In Biology And Medicine,"Davide Bacciu,Paulo J G Lisboa et al.",8.398825115562403,https://www.amazon.com/Learning-Biology-Medicine-Davide-Bacciu/dp/1800610939/ref=sr_1_217?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-217
895,Deep Learning Approaches for Security Threats in IoT Environments,"Mohamed Abdel-Basset,Nour Moustafa et al.",8.398825115562403,https://www.amazon.com/Learning-Approaches-Security-Threats-Environments/dp/1119884144/ref=sr_1_173?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-173
896,Deep Learning Applications (Advances in Intelligent Systems and Computing 1098),,8.398825115562403,https://www.amazon.com/Learning-Applications-Advances-Intelligent-Computing/dp/9811518157/ref=sr_1_157?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-157
897,Math and Architectures of Deep Learning,Krishnendu Chaudhury,8.398825115562403,https://www.amazon.com/Math-Architectures-Learning-Krishnendu-Chaudhury/dp/1617296481/ref=sr_1_123?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-123
898,Deep Learning for Personalised Healthcare Services (Issn 7),"Jain,Vishal et al.",8.398825115562403,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfYXRmX25leHQ6MjAwMDM4ODAyNjY0Mjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FDeep-Learning-Personalised-Healthcare-Services%2Fdp%2F3110708000%2Fref%3Dsr_1_147_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-147-spons%26psc%3D1
899,Deep Learning for Radar and Communications Automatic Target Recognition,"Uttam K. Majumder,Erik P. Blasch et al.",8.398825115562403,https://www.amazon.com/Learning-Communications-Automatic-Target-Recognition/dp/163081637X/ref=sr_1_58?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-58
900,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,Dr. Logan Song,8.398825115562403,https://www.amazon.com/Journey-Become-Machine-Learning-Engineer/dp/1803233729/ref=sr_1_53?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-53
901,Machine Learning: A Constraint-Based Approach,"Marco Gori,Alessandro Betti et al.",8.398825115562403,https://www.amazon.com/Machine-Learning-Constraint-Based-Marco-Gori/dp/0323898599/ref=sr_1_32?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-32
902,Probabilistic Numerics: Computation as Machine Learning,"Philipp Hennig,Michael A. Osborne et al.",8.398825115562403,https://www.amazon.com/Probabilistic-Numerics-Computation-Machine-Learning/dp/1107163447/ref=sr_1_92?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-92
903,Scaling Machine Learning with Spark: Distributed ML with MLlib TensorFlow and PyTorch,Adi Polak,8.398825115562403,https://www.amazon.com/Scaling-Machine-Learning-Spark-Distributed/dp/1098106822/ref=sr_1_89?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-89
904,Machine Learning for Text,Charu C. Aggarwal,8.398825115562403,https://www.amazon.com/Machine-Learning-Text-Charu-Aggarwal/dp/3030966224/ref=sr_1_146?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465010&sprefix=deep+learning%2Caps%2C627&sr=8-146
905,Getting Started with Natural Language Processing,Ekaterina Kochmar,8.398825115562403,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NTQ1Mzg1NzIyNDcxMDIxOjE2NjM0NjUwMTA6c3BfbXRmOjIwMDA2ODI4NTYwNzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGetting-Started-Natural-Language-Processing%2Fdp%2F1617296767%2Fref%3Dsr_1_132_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465010%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-132-spons%26psc%3D1
906,Introduction to Online Convex Optimization second edition (Adaptive Computation and Machine Learning series),,8.398825115562403,https://www.amazon.com/Introduction-Optimization-Adaptive-Computation-Learning/dp/0262046989/ref=sr_1_202?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-202
907,Machine Learning Engineering on AWS: Building Scaling and Securing Machine Learning Systems and MLOps Pipelines in Production,Joshua Arvin Lat,8.398825115562403,https://www.amazon.com/Machine-Learning-Engineering-AWS-Production/dp/1803247592/ref=sr_1_192?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-192
908,Tree-Based Methods for Statistical Learning in R: A Practical Introduction with Applications in R (Chapman & Hall/CRC Data Science Series),,8.398825115562403,https://www.amazon.com/Tree-Based-Methods-Statistical-Learning-Chapman/dp/0367532468/ref=sr_1_176?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-176
909,Applied Machine Learning and AI for Engineers: Solve Business Problems That Cant Be Solved Algorithmically,Jeff Prosise,8.398825115562403,https://www.amazon.com/Applied-Machine-Learning-Engineers-Algorithmically/dp/1492098051/ref=sr_1_240?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-240
910,An Introduction to Machine Learning,Miroslav Kubat,8.398825115562403,https://www.amazon.com/An-Introduction-to-Machine-Learning/dp/3030819345/ref=sr_1_241?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-241
911,Feature Engineering Bookcamp,Sinan Ozdemir,8.398825115562403,https://www.amazon.com/Feature-Engineering-Bookcamp-Sinan-Ozdemir/dp/1617299790/ref=sr_1_233?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-233
912,Distributed Machine Learning Patterns,Yuan Tang,8.398825115562403,https://www.amazon.com/Distributed-Machine-Learning-Patterns-Yuan/dp/1617299022/ref=sr_1_296?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-296
913,Bayesian Optimization,Roman Garnett,8.398825115562403,https://www.amazon.com/Bayesian-Optimization-Roman-Garnett/dp/110842578X/ref=sr_1_285?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-285
914,Practical Machine Learning with Spark: Uncover Apache SparkÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Scalable Performance with High-Quality Algorithms Across NLP Computer Vision and ML(English Edition),"Gourav Gupta,Dr. Manish Gupta et al.",8.398825115562403,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTQzMDI4NDU2MzQ2MjQ5OjE2NjM0NjUwNTI6c3BfbXRmOjIwMDA1NzIyMzM4OTA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPractical-Machine-Learning-Spark-High-Quality%2Fdp%2F9391392083%2Fref%3Dsr_1_276_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465052%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-276-spons%26psc%3D1
915,Reliable Machine Learning: Applying SRE Principles to ML in Production,"Cathy Chen,Niall Murphy et al.",8.398825115562403,https://www.amazon.com/Reliable-Machine-Learning-Principles-Production/dp/1098106229/ref=sr_1_222?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-222
916,Machine Learning for Computer Scientists and Data Analysts: From an Applied Perspective,"Setareh Rafatirad,Houman Homayoun et al.",8.398825115562403,https://www.amazon.com/Machine-Learning-Computer-Scientists-Analysts/dp/3030967557/ref=sr_1_108?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465010&sprefix=deep+learning%2Caps%2C627&sr=8-108
917,Advanced Statistics for Health Research,"Richard J. Butler,Matthew J. Butler et al.",8.398825115562403,https://www.amazon.com/Advanced-Statistics-Health-Research-Richard/dp/9811262306/ref=sr_1_64?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-64
918,Patterns Predictions and Actions: Foundations of Machine Learning,"Moritz Hardt,Benjamin Recht",8.398825115562403,https://www.amazon.com/Patterns-Predictions-Actions-Foundations-Learning/dp/069123373X/ref=sr_1_59?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-59
919,Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach (Adaptive Computation and Machine Learning series),"Masashi Sugiyama,Han Bao et al.",8.398825115562403,https://www.amazon.com/Machine-Learning-Weak-Supervision-Minimization/dp/0262047071/ref=sr_1_25?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-25
920,Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,Sofien Kaabar,8.398825115562403,https://www.amazon.com/Mastering-Financial-Pattern-Recognition-Back-Testing/dp/1098120477/ref=sr_1_108?keywords=python&qid=1663459274&sr=8-108
921,Python in a Nutshell: A Desktop Quick Reference,"Alex Martelli,Anna Ravenscroft et al.",8.398825115562403,https://www.amazon.com/Python-Nutshell-Desktop-Quick-Reference/dp/1098113551/ref=sr_1_102?keywords=python&qid=1663459274&sr=8-102
922,Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"Ted Hart-Davis,Guy Hart-Davis",8.398825115562403,https://www.amazon.com/Teach-Yourself-VISUALLY-Python-Tech/dp/1119860253/ref=sr_1_99?keywords=python&qid=1663459274&sr=8-99
923,The Book of Dash: Build Dashboards with Python and Plotly,"Adam Schroeder,Christian Mayer et al.",8.398825115562403,https://www.amazon.com/Python-Dash-Analysis-Visualization-Plotly/dp/1718502222/ref=sr_1_85?keywords=python&qid=1663459274&sr=8-85
924,Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"Holden Karau,Boris Lublinsky",8.398825115562403,https://www.amazon.com/Scaling-Python-Ray-Adventures-Serverless/dp/1098118804/ref=sr_1_145?keywords=python&qid=1663459285&sr=8-145
925,Data Visualization with Python and JavaScript: Scrape Clean Explore and Transform Your Data,Kyran Dale,8.398825115562403,https://www.amazon.com/Data-Visualization-Python-JavaScript-Transform/dp/1098111877/ref=sr_1_143?keywords=python&qid=1663459285&sr=8-143
926,The Well-Grounded Python Developer,Doug Farrell,8.398825115562403,https://www.amazon.com/Well-Grounded-Python-Developer-Doug-Farrell/dp/1617297445/ref=sr_1_144?keywords=python&qid=1663459285&sr=8-144
927,Publishing Python Packages: Test share and automate your projects,Dane Hillard,8.398825115562403,https://www.amazon.com/Publishing-Python-Packages-Dane-Hillard/dp/161729991X/ref=sr_1_140?keywords=python&qid=1663459285&sr=8-140
928,Metaprogramming with Python: A programmers guide to writing reusable code to build smarter applications,Sulekha AloorRavi,8.398825115562403,https://www.amazon.com/Metaprogramming-Python-programmers-reusable-applications/dp/1838554653/ref=sr_1_197?keywords=python&qid=1663459301&sr=8-197
929,Dead Simple Python: Idiomatic Python for the Impatient Programmer,Jason C McDonald,8.398825115562403,https://www.amazon.com/Dead-Simple-Python-Idiomatic-Programmers/dp/1718500920/ref=sr_1_191?keywords=python&qid=1663459301&sr=8-191
930,Full-Color Illustration Data Structrues & Algorithms Python: Easy and Interesting to Learn Through Full-Color Diagrams (Python Foundation & Design Patterns & Data Structures & Algorithms),yang hu,8.398825115562403,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0631852YT1XRW1P9MV3&url=%2FFull-Color-Illustration-Structrues-Algorithms-Python%2Fdp%2FB09HG19N7C%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dpython%26qid%3D1663459301%26sr%3D8-180-spons%26psc%3D1&qualifier=1663459301&id=4885880324769557&widgetName=sp_mtf
931,Interpretable Machine Learning with Python: Build explainable fair and robust high-performance models with hands-on real-world examples 2nd Edition,Serg MasÃ­s,8.398825115562403,https://www.amazon.com/Interpretable-Machine-Learning-Python-hands/dp/180323542X/ref=sr_1_294?keywords=python&qid=1663459326&sr=8-294
932,Network Programming in Python: The Basic: A Detailed Guide to Python 3 Network Programming and Management (English Edition),John Galbraith,8.398825115562403,https://www.amazon.com/Network-Programming-Python-Detailed-Management/dp/9355512570/ref=sr_1_286?keywords=python&qid=1663459326&sr=8-286
933,Algorithms Python (2 Edition): Easy to learn algorithms through full-color diagrams. (Easy Learning Python and design patterns and data structures and algorithms),yang hu,8.398825115562403,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02016121C7AI6EL2NUJZ&url=%2FAlgorithms-Python-algorithms-full-color-structures%2Fdp%2FB0B5GH84TM%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dpython%26qid%3D1663459326%26sr%3D8-274-spons%26psc%3D1&qualifier=1663459326&id=6192604472233120&widgetName=sp_mtf
934,Quantitative Finance with Python: A Practical Guide to Investment Management Trading and Financial Engineering (Chapman and Hall/CRC Financial Mathematics Series),Chris Kelliher,8.398825115562403,https://www.amazon.com/Quantitative-Finance-Python-Engineering-Mathematics/dp/1032014431/ref=sr_1_261?keywords=python&qid=1663459326&sr=8-261
935,Python: All That Jumping,John Yoon Ph.D.,8.398825115562403,https://www.amazon.com/Python-Jumping-John-Yoon-Ph-D/dp/B0B9QYSV74/ref=sr_1_206?keywords=python&qid=1663459313&sr=8-206
936,DATA STRUCTURE AND ALGORITHMS: BUILD IN PYTHON,"Dr. RACHANA KAMBLE,AYUSHI GODIYA et al.",8.398825115562403,https://www.amazon.com/DATA-STRUCTURE-ALGORITHMS-BUILD-PYTHON/dp/B0B1J7H6QL/ref=sr_1_123?keywords=python&qid=1663459285&sr=8-123
937,Simulation with Python: Develop Simulation and Modeling in Natural Sciences Engineering and Social Sciences,"Rongpeng Li,Aiichiro Nakano",8.398825115562403,https://www.amazon.com/Simulation-Python-Modeling-Sciences-Engineering/dp/1484281845/ref=sr_1_110?keywords=python&qid=1663459285&sr=8-110
938,Python Crash Course 3rd Edition,Eric Matthes,8.398825115562403,https://www.amazon.com/Python-Crash-Course-Eric-Matthes/dp/1718502702/ref=sr_1_78?keywords=python&qid=1663459274&sr=8-78
939,5 Steps to a 5: AP Statistics 2023,"Jared Derksen,DeAnna Krause McDonald",8.398825115562403,https://www.amazon.com/Steps-AP-Statistics-2023/dp/1264498624/ref=sr_1_59?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-59
940,Probability and Statistics for Economists,Bruce Hansen,8.398825115562403,https://www.amazon.com/Probability-Statistics-Economists-Bruce-Hansen/dp/0691235945/ref=sr_1_31?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-31
941,AP Statistics Flashcards Fourth Edition: Up-to-Date Practice + Sorting Ring for Custom Study (Barrons Test Prep),Martin Sternstein Ph.D.,8.398825115562403,https://www.amazon.com/Statistics-Flashcards-Fourth-Up-Date/dp/1506267041/ref=sr_1_108?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-108
942,Tutor in a Books Statistics: Volume 2,Dr. James R. Ph.D.,8.398825115562403,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A04670551GAJHQCS1810W&url=%2FTutor-Books-Statistics-Ph-D-James%2Fdp%2F1539696715%2Fref%3Dsr_1_116_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453014%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-116-spons%26psc%3D1&qualifier=1663453014&id=8525798811265763&widgetName=sp_mtf
943,Problems And Solutions On Thermodynamics And Statistical Mechanics (second Edition) (Major American Universities Ph.d. Qualifying Questions And Solutions - Physics),"Swee Cheng Lim,Choy Heng Lai et al.",8.398825115562403,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A10026592X7OISMOU3JDW&url=%2FSolutions-Thermodynamics-Statistical-Universities-Qualifying%2Fdp%2F9811250804%2Fref%3Dsr_1_114_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663453014%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-114-spons%26psc%3D1&qualifier=1663453014&id=8525798811265763&widgetName=sp_mtf
