Index,title,author,rating,complete_link
244,Malware Data Science: Attack Detection and Attribution,"Joshua Saxe,Hillary Sanders",9.0,https://www.amazon.com/Malware-Data-Science-Detection-Attribution/dp/1593278594/ref=sr_1_219?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-219
245,The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios,"Steve Wexler,Jeffrey Shaffer et al.",9.0,https://www.amazon.com/Big-Book-Dashboards-Visualizing-Real-World/dp/1119282713/ref=sr_1_217?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-217
246,Machine Learning with R: Expert techniques for predictive modeling 3rd Edition,Brett Lantz,9.0,https://www.amazon.com/Machine-Learning-techniques-predictive-modeling/dp/1788295862/ref=sr_1_215?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-215
247,Graph Neural Networks: Foundations Frontiers and Applications,"Lingfei Wu,Peng Cui et al.",9.0,https://www.amazon.com/Graph-Neural-Networks-Foundations-Applications/dp/9811660530/ref=sr_1_205?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-205
248,The Hundred-Page Machine Learning Book,Andriy Burkov,9.0,https://www.amazon.com/Hundred-Page-Machine-Learning-Book/dp/199957950X/ref=sr_1_165?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-165
249,Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,Jim Frost,9.0,https://www.amazon.com/Hypothesis-Testing-Intuitive-Making-Decisions/dp/173543115X/ref=sr_1_160?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-160
250,Natural Language Processing with Transformers: Building Language Applications with Hugging Face,"Lewis Tunstall,Leandro von Werra et al.",9.0,https://www.amazon.com/Natural-Language-Processing-Transformers-Applications/dp/1098103246/ref=sr_1_120?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-120
251,Statistics for Health Data Science: An Organic Approach (Springer Texts in Statistics),,9.0,https://www.amazon.com/Statistics-Health-Data-Science-Approach/dp/3030598888/ref=sr_1_121?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-121
252,Python for Data Analysis: Data Wrangling with Pandas NumPy and IPython,William McKinney,9.0,https://www.amazon.com/Python-Data-Analysis-Wrangling-IPython/dp/1491957662/ref=sr_1_5?keywords=data+analysis&qid=1663454597&sr=8-5
253,Microsoft Excel Data Analysis and Business Modeling (Office 2021 and Microsoft 365) (Business Skills),Wayne Winston,9.0,https://www.amazon.com/Microsoft-Analysis-Business-Modeling-Office/dp/0137613660/ref=sr_1_10?keywords=data+analysis&qid=1663454597&sr=8-10
254,Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,Jim Frost,9.0,https://www.amazon.com/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_56?keywords=data+analysis&qid=1663454597&sr=8-56
255,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,9.0,https://www.amazon.com/Storytelling-Data-Visualization-Business-Professionals/dp/1119002257/ref=sr_1_41?keywords=data+analysis&qid=1663454597&sr=8-41
256,R in Action: Data Analysis and Graphics with R,Dr. Rob Kabacoff,9.0,https://www.amazon.com/Action-Data-Analysis-Graphics/dp/1617291382/ref=sr_1_80?keywords=data+analysis&qid=1663454609&sr=8-80
257,Data Analysis: For Continuous School Improvement,Victoria L. Bernhardt,9.0,https://www.amazon.com/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_78?keywords=data+analysis&qid=1663454609&sr=8-78
258,Longitudinal Analysis: Modeling Within-Person Fluctuation and Change (Multivariate Applications Series),,9.0,https://www.amazon.com/Longitudinal-Analysis-Within-Person-Multivariate-Applications/dp/0415876028/ref=sr_1_95?keywords=data+analysis&qid=1663454609&sr=8-95
259,Data Analysis: A Bayesian Tutorial,"Devinderjit Sivia,John Skilling",9.0,https://www.amazon.com/Data-Analysis-Bayesian-Devinderjit-Sivia/dp/0198568320/ref=sr_1_91?keywords=data+analysis&qid=1663454609&sr=8-91
260,Qualitative Data Analysis with NVivo,"Kristi Jackson,Pat Bazeley",9.0,https://www.amazon.com/Qualitative-Data-Analysis-with-NVivo/dp/1526449943/ref=sr_1_77?keywords=data+analysis&qid=1663454609&sr=8-77
261,Doing Bayesian Data Analysis: A Tutorial with R JAGS and Stan,John Kruschke,9.0,https://www.amazon.com/Doing-Bayesian-Data-Analysis-Tutorial/dp/0124058884/ref=sr_1_150?keywords=data+analysis&qid=1663454623&sr=8-150
262,PYTHON FOR DATA ANALYSIS: A PRACTICAL GUIDE YOU CANÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢T MISS TO MASTER DATA USING PYTHON. KEY TOOLS FOR DATA SCIENCE INTRODUCING YOU INTO DATA MANIPULATION DATA VISUALIZATION MACHINE LEARNING.,ERICK THOMPSON,9.0,https://www.amazon.com/PYTHON-DATA-ANALYSIS-MANIPULATION-VISUALIZATION/dp/B08K3WF1PS/ref=sr_1_121?keywords=data+analysis&qid=1663454623&sr=8-121
263,Analysis of Categorical Data with R (Chapman & Hall/CRC Texts in Statistical Science),,9.0,https://www.amazon.com/Analysis-Categorical-Chapman-Statistical-Science/dp/1439855676/ref=sr_1_203?keywords=data+analysis&qid=1663454642&sr=8-203
264,An Introduction to Data Analysis: Quantitative Qualitative and Mixed Methods,Tiffany Bergin,9.0,https://www.amazon.com/Introduction-Data-Analysis-Quantitative-Qualitative/dp/144629515X/ref=sr_1_199?keywords=data+analysis&qid=1663454642&sr=8-199
265,An Introduction to Statistics and Data Analysis Using StataÃƒâ€šÃ‚Â®: From Research Design to Final Report,"Lisa Daniels,Nicholas W. Minot",9.0,https://www.amazon.com/Introduction-Statistics-Analysis-Using-Stata%C2%AE/dp/1506371833/ref=sr_1_190?keywords=data+analysis&qid=1663454642&sr=8-190
266,Text Analytics with Python: A Practitioners Guide to Natural Language Processing,Dipanjan Sarkar,9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A09914321DGAKCMVOHR9N&url=%2FText-Analytics-Python-Practitioners-Processing%2Fdp%2F1484243536%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1663454642%26sr%3D8-180-spons%26psc%3D1&qualifier=1663454642&id=7777943298696266&widgetName=sp_mtf
267,Python for Everybody: Exploring Data in Python 3,"Dr. Charles Russell Severance,Sue Blumenberg et al.",9.0,https://www.amazon.com/Python-Everybody-Exploring-Data/dp/1530051126/ref=sr_1_238?keywords=data+analysis&qid=1663454656&sr=8-238
268,Crime Analysis with Crime Mapping,Rachel Boba Santos,9.0,https://www.amazon.com/Crime-Analysis-Mapping-Rachel-Santos/dp/1071831402/ref=sr_1_229?keywords=data+analysis&qid=1663454656&sr=8-229
269,Python for Finance: Mastering Data-Driven Finance,Yves Hilpisch,9.0,https://www.amazon.com/Python-Finance-Mastering-Data-Driven/dp/1492024333/ref=sr_1_287?keywords=data+analysis&qid=1663454667&sr=8-287
270,Data Envelopment Analysis: Let the Data Speak for Themselves,Joe Zhu,9.0,https://www.amazon.com/Data-Envelopment-Analysis-Speak-Themselves/dp/1497591341/ref=sr_1_266?keywords=data+analysis&qid=1663454667&sr=8-266
271,Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,Claus O. Wilke,9.0,https://www.amazon.com/Fundamentals-Data-Visualization-Informative-Compelling/dp/1492031089/ref=sr_1_215?keywords=data+analysis&qid=1663454656&sr=8-215
272,Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars LEGO and Rubber Ducks,Will Kurt,9.0,https://www.amazon.com/Bayesian-Statistics-Fun-Will-Kurt/dp/1593279566/ref=sr_1_153?keywords=data+analysis&qid=1663454642&sr=8-153
273,Deep Learning with Python Second Edition,Francois Chollet,9.0,https://www.amazon.com/Learning-Python-Second-Fran%C3%A7ois-Chollet/dp/1617296864/ref=sr_1_4?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-4
274,Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"V Kishore Ayyadevara,Yeshwanth Reddy",9.0,https://www.amazon.com/Modern-Computer-Vision-PyTorch-applications/dp/1839213477/ref=sr_1_48?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-48
275,Practical Deep Learning for Cloud Mobile and Edge: Real-World AI & Computer-Vision Projects Using Python Keras & TensorFlow,"Anirudh Koul,Siddha Ganju et al.",9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMjU1NDM5NTIwMjk1OTM0OjE2NjM0NjA0NTM6c3BfbXRmOjIwMDA3MTA0OTM1OTE5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPractical-Learning-Cloud-Mobile-Hands%2Fdp%2F149203486X%2Fref%3Dsr_1_36_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460453%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-36-spons%26psc%3D1
276,Deep Learning with Python,Francois Chollet,9.0,https://www.amazon.com/Deep-Learning-Python-Francois-Chollet/dp/1617294438/ref=sr_1_23?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-23
277,Deep Learning for NLP and Speech Recognition,"Uday Kamath,John Liu et al.",9.0,https://www.amazon.com/Deep-Learning-NLP-Speech-Recognition/dp/3030145956/ref=sr_1_105?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-105
278,Hands-On Python Natural Language Processing: Explore tools and techniques to analyze and process text with a view to building real-world NLP applications,"Aman Kedia,Mayank Rasu",9.0,https://www.amazon.com/Hands-Python-Natural-Language-Processing/dp/1838989595/ref=sr_1_100?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-100
279,Building Machine Learning and Deep Learning Models on Google Cloud Platform: A Comprehensive Guide for Beginners,Ekaba Bisong,9.0,https://www.amazon.com/Building-Machine-Learning-Models-Platform/dp/1484244699/ref=sr_1_98?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-98
280,Memorable teaching: Leveraging memory to build deep and durable learning in the classroom (High Impact Teaching series),Peps Mccrea,9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjU4MTEyNDI0ODc2MTYyOjE2NjM0NjA0NzM6c3BfbXRmOjIwMDAyNTAwOTU5MjExMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMemorable-teaching-Leveraging-learning-classroom%2Fdp%2F1912906694%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460473%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-82-spons%26psc%3D1
281,Hands-On Genetic Algorithms with Python: Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems,Eyal Wirsansky,9.0,https://www.amazon.com/Hands-Genetic-Algorithms-Python-intelligence/dp/1838557741/ref=sr_1_141?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-141
282,From Curiosity to Deep Learning: Personal Digital Inquiry in Grades K-5,"Julie Coiro,Elizabeth Dobler et al.",9.0,https://www.amazon.com/Curiosity-Deep-Learning-Personal-Digital/dp/1625311567/ref=sr_1_196?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-196
283,Deep Learning with fastai Cookbook: Leverage the easy-to-use fastai framework to unlock the power of deep learning,Mark Ryan,9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfbXRmOjIwMDA5MDA5NDYyMzM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-fastai-Cookbook-easy%2Fdp%2F1800208103%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-273-spons%26psc%3D1
284,Getting started with Deep Learning for Natural Language Processing: Learn how to build NLP applications with Deep Learning (English Edition),Sunil Patel,9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA2NTQ3OTIwNDY4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGetting-started-Learning-Language-Processing%2Fdp%2F9389898110%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-162-spons%26psc%3D1
285,Deep Learning with R Second Edition,"Francois Chollet,Tomasz Kalinowski et al.",9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA3MTUwNzczNjg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-Second-Francois-Chollet%2Fdp%2F1633439844%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-161-spons%26psc%3D1
286,Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation Model Building and MLOps,"Valliappa Lakshmanan,Sara Robinson et al.",9.0,https://www.amazon.com/Machine-Learning-Design-Patterns-Preparation/dp/1098115783/ref=sr_1_111?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-111
287,Advanced Deep Learning with Python: Design and implement advanced next-generation AI solutions using TensorFlow and PyTorch,Ivan Vasilev,9.0,https://www.amazon.com/Advanced-Deep-Learning-Python-next-generation/dp/178995617X/ref=sr_1_70?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460473&sprefix=deep+learnin%2Caps%2C449&sr=8-70
288,Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA3MzgxNTU4MjA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPattern-Recognition-Learning-Information-Statistics%2Fdp%2F0387310738%2Fref%3Dsr_1_36_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-36-spons%26psc%3D1
289,Interpretable Machine Learning with Python: Learn to build interpretable high-performance models with hands-on real-world examples,Serg MasÃ­s,9.0,https://www.amazon.com/Interpretable-Machine-Learning-Python-hands/dp/180020390X/ref=sr_1_103?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-103
290,Machine Learning: A Bayesian and Optimization Perspective,Sergios Theodoridis,9.0,https://www.amazon.com/Machine-Learning-Bayesian-Optimization-Perspective/dp/0128188030/ref=sr_1_155?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465010&sprefix=deep+learning%2Caps%2C627&sr=8-155
291,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,9.0,https://www.amazon.com/Data-Engineering-Google-Cloud-Platform/dp/1800561326/ref=sr_1_189?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-189
292,Reinforcement Learning second edition: An Introduction (Adaptive Computation and Machine Learning series),,9.0,https://www.amazon.com/Reinforcement-Learning-Introduction-Adaptive-Computation/dp/0262039249/ref=sr_1_185?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-185
293,Envisioning Information,Edward R. Tufte,9.0,https://www.amazon.com/Envisioning-Information-Edward-R-Tufte/dp/0961392118/ref=sr_1_186?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-186
294,Python Machine Learning Workbook for Beginners: 10 Machine Learning Projects Explained from Scratch,,9.0,https://www.amazon.com/Python-Machine-Learning-Workbook-Beginners/dp/1734790172/ref=sr_1_250?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-250
295,Linear Algebra and Learning from Data,Gilbert Strang,9.0,https://www.amazon.com/Linear-Algebra-Learning-Gilbert-Strang/dp/0692196382/ref=sr_1_238?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-238
296,Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms Worked Examples and Case Studies (The MIT Press),"John D. Kelleher,Brian Mac Namee et al.",9.0,https://www.amazon.com/Fundamentals-Machine-Learning-Predictive-Analytics/dp/0262029448/ref=sr_1_235?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465040&sprefix=deep+learning%2Caps%2C627&sr=8-235
297,Mathematics for Machine Technology,"John C. Peterson,Robert D. Smith",9.0,https://www.amazon.com/Mathematics-Machine-Technology-John-Peterson/dp/1337798312/ref=sr_1_298?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-298
298,The Machine Learning Workshop: Get ready to develop your own high-performance machine learning algorithms with scikit-learn 2nd Edition,Hyatt Saleh,9.0,https://www.amazon.com/Machine-Learning-Workshop-high-performance-scikit-learn/dp/1839219068/ref=sr_1_293?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-293
299,Introduction to Data Mining and Analytics,Kris Jamsa,9.0,https://www.amazon.com/Introduction-Data-Mining-Analytics-Jamsa/dp/1284180905/ref=sr_1_250?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465052&sprefix=deep+learning%2Caps%2C627&sr=8-250
300,System Design Interview ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ An insiders guide,Alex Xu,9.0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MzAxOTQ0NzI0MTIzNzkxOjE2NjM0NjUwNDA6c3BfYXRmX25leHQ6MjAwMDMyMTMwMTY3NDMxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FSystem-Design-Interview-insiders-Second%2Fdp%2FB08CMF2CQF%2Fref%3Dsr_1_196_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465040%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-196-spons%26psc%3D1
301,Linear Algebra and Optimization for Machine Learning: A Textbook,Charu C. Aggarwal,9.0,https://www.amazon.com/Linear-Algebra-Optimization-Machine-Learning/dp/3030403432/ref=sr_1_158?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-158
302,Machine Learning Pocket Reference: Working with Structured Data in Python,Matt Harrison,9.0,https://www.amazon.com/Machine-Learning-Pocket-Reference-Structured/dp/1492047546/ref=sr_1_150?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465028&sprefix=deep+learning%2Caps%2C627&sr=8-150
303,Automated Machine Learning with Microsoft Azure: Build highly accurate and scalable end-to-end AI solutions with Azure AutoML,Dennis Michael Sawyers,9.0,https://www.amazon.com/Automated-Machine-Learning-Microsoft-Azure/dp/1800565313/ref=sr_1_109?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663465010&sprefix=deep+learning%2Caps%2C627&sr=8-109
304,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),,9.0,https://www.amazon.com/Introduction-Statistical-Learning-Applications-Statistics/dp/1071614177/ref=sr_1_77?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-77
305,The Elements of Statistical Learning: Data Mining Inference and Prediction Second Edition (Springer Series in Statistics),,9.0,https://www.amazon.com/Elements-Statistical-Learning-Prediction-Statistics/dp/0387848576/ref=sr_1_72?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-72
306,Python Distilled (Developers Library),David Beazley,9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07967642ZNNXP4CW7M4K&url=%2FPython-Essential-Reference-Developers-Library%2Fdp%2F0134173279%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-3-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_atf
307,Python Programming: An Introduction to Computer Science 3rd Ed.,John Zelle,9.0,https://www.amazon.com/Python-Programming-Introduction-Computer-Science/dp/1590282752/ref=sr_1_58?keywords=python&qid=1663459261&sr=8-58
308,Think Python: How to Think Like a Computer Scientist,,9.0,https://www.amazon.com/Think-Python-Like-Computer-Scientist/dp/1491939362/ref=sr_1_39?keywords=python&qid=1663459261&sr=8-39
309,Architecture Patterns with Python: Enabling Test-Driven Development Domain-Driven Design and Event-Driven Microservices,"Harry Percival,Bob Gregory",9.0,https://www.amazon.com/Architecture-Patterns-Python-Domain-Driven-Microservices/dp/1492052205/ref=sr_1_88?keywords=python&qid=1663459274&sr=8-88
310,Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7 2nd Edition,Steven F. Lott,9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0777145346D3V72QE6L3&url=%2FMastering-Object-Oriented-Python-powerful-applications%2Fdp%2F1789531365%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dpython%26qid%3D1663459285%26sr%3D8-132-spons%26psc%3D1&qualifier=1663459285&id=824607835465787&widgetName=sp_mtf
311,Python for Cybersecurity: Using Python for Cyber Offense and Defense,Howard E. Poston III,9.0,https://www.amazon.com/Python-Cybersecurity-Using-Offense-Defense/dp/1119850649/ref=sr_1_188?keywords=python&qid=1663459301&sr=8-188
312,Web Scraping with Python: Collecting More Data from the Modern Web,Ryan Mitchell,9.0,https://www.amazon.com/Web-Scraping-Python-Collecting-Modern/dp/1491985577/ref=sr_1_185?keywords=python&qid=1663459301&sr=8-185
313,Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaws Hard Way Series),,9.0,https://www.amazon.com/Learn-More-Python-Hard-Way/dp/0134123484/ref=sr_1_246?keywords=python&qid=1663459313&sr=8-246
314,Scientific Computing with Python: High-performance scientific computing with NumPy SciPy and pandas 2nd Edition,"Claus FÃ¼hrer,Jan Erik Solem et al.",9.0,https://www.amazon.com/Scientific-Computing-Python-High-performance-scientific/dp/1838822321/ref=sr_1_247?keywords=python&qid=1663459313&sr=8-247
315,Head First Python: A Brain-Friendly Guide,Paul Barry,9.0,https://www.amazon.com/Head-First-Python-Brain-Friendly-Guide/dp/1491919531/ref=sr_1_244?keywords=python&qid=1663459313&sr=8-244
316,Python Cookbook Third Edition,,9.0,https://www.amazon.com/Python-Cookbook-Third-David-Beazley/dp/1449340377/ref=sr_1_233?keywords=python&qid=1663459313&sr=8-233
317,Python in easy steps,,9.0,https://www.amazon.com/Python-easy-steps-Covers-3-7/dp/1840788127/ref=sr_1_232?keywords=python&qid=1663459313&sr=8-232
318,A Smarter Way to Learn Python: Learn it faster. Remember it longer.,Mark Myers,9.0,https://www.amazon.com/Smarter-Way-Learn-Python-Remember/dp/1974431479/ref=sr_1_247?keywords=python&qid=1663459326&sr=8-247
319,Digital Forensics and Incident Response: Incident response techniques and procedures to respond to modern cyber threats 2nd Edition,Gerard Johansen,9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A01039512XFGD0MFBPPTL&url=%2FDigital-Forensics-Incident-Response-techniques%2Fdp%2F183864900X%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Dpython%26qid%3D1663459326%26sr%3D8-242-spons%26psc%3D1&qualifier=1663459326&id=6192604472233120&widgetName=sp_atf_next
320,Introduction to Computation and Programming Using Python third edition: With Application to Computational Modeling and Understanding Data,John V. Guttag,9.0,https://www.amazon.com/Introduction-Computation-Programming-Using-Python/dp/0262542366/ref=sr_1_214?keywords=python&qid=1663459313&sr=8-214
321,Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"Bradley N. Miller,David L. Ranum",9.0,https://www.amazon.com/Problem-Solving-Algorithms-Structures-Python/dp/1590282574/ref=sr_1_170?keywords=python&qid=1663459301&sr=8-170
322,Clean Code in Python: Develop maintainable and efficient code 2nd Edition,Mariano Anaya,9.0,https://www.amazon.com/Clean-Code-Python-maintainable-efficient/dp/1800560214/ref=sr_1_167?keywords=python&qid=1663459301&sr=8-167
323,Murachs Python Programming (2nd Edition),"Joel Murach,Michael Urban",9.0,https://www.amazon.com/Murachs-Python-Programming-Joel-Murach/dp/1943872740/ref=sr_1_68?keywords=python&qid=1663459274&sr=8-68
324,Mastering Python Networking: Your one-stop solution to using Python for network automation programmability and DevOps 3rd Edition,"Eric Chou,Michael Kennedy et al.",9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0263013QMXT27A52GP&url=%2FMastering-Python-Networking-automation-programmability%2Fdp%2F1839214678%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dpython%26qid%3D1663459274%26sr%3D8-50-spons%26psc%3D1&qualifier=1663459274&id=4039912833702572&widgetName=sp_atf_next
325,Introduction to Probability Statistics and Random Processes,Hossein Pishro-Nik,9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01928871JSHSV6VFQYWL&url=%2FIntroduction-Probability-Statistics-Random-Processes%2Fdp%2F0990637204%2Fref%3Dsr_1_3_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663452985%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-3-spons%26psc%3D1&qualifier=1663452985&id=4337139339647806&widgetName=sp_atf
